epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.4381,1.8456,1.35372,1.03831,0.11712,0.15686,0.03481,0.01249,2.78735,3.29575,1.40155,0.0677857,0.000325397,0.000325397
2,101.334,1.53232,1.07212,0.97484,0.54036,0.2966,0.27005,0.13326,1.82248,1.52525,1.02838,0.0347264,0.000599444,0.000599444
3,130.256,1.49845,1.04566,0.96031,0.50203,0.40289,0.3846,0.21127,1.56978,1.14585,0.98252,0.00160714,0.000813492,0.000813492
4,158.117,1.47592,1.02906,0.9637,0.48759,0.38451,0.37384,0.21034,1.53254,1.21371,0.98284,0.00073,0.00073,0.00073
5,185.839,1.44852,1.01448,0.95417,0.49332,0.38102,0.39636,0.22463,1.53108,1.20757,0.96644,0.00064,0.00064,0.00064
6,213.639,1.42249,0.98162,0.94951,0.52955,0.412,0.41627,0.23553,1.48721,1.11643,0.9601,0.00055,0.00055,0.00055
7,241.889,1.41264,0.97732,0.95025,0.54241,0.42243,0.42085,0.23952,1.45978,1.03045,0.96048,0.00046,0.00046,0.00046
8,269.572,1.39067,0.95263,0.9468,0.54486,0.42875,0.42477,0.23888,1.45469,1.02369,0.9578,0.00037,0.00037,0.00037
9,297.44,1.37745,0.95554,0.94108,0.55274,0.42123,0.42927,0.24679,1.4201,1.01108,0.94893,0.00028,0.00028,0.00028
10,324.926,1.37235,0.93301,0.93893,0.55918,0.43245,0.43699,0.25556,1.40953,0.97919,0.94893,0.00019,0.00019,0.00019
