epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,76.1179,1.86205,1.32258,1.04607,0.44715,0.32557,0.30765,0.16656,1.6233,1.34082,0.993,0.000542437,0.000542437,0.000542437
2,105.672,1.43639,0.97367,0.95493,0.5038,0.39196,0.39186,0.21457,1.55443,1.10241,0.96474,0.000999274,0.000999274,0.000999274
3,134.677,1.42638,0.96925,0.94911,0.44068,0.41413,0.36082,0.19388,1.55952,1.18625,0.97474,0.00135609,0.00135609,0.00135609
4,163.214,1.4138,0.97679,0.95625,0.50175,0.39373,0.39932,0.22542,1.50629,1.22693,0.96205,0.00121691,0.00121691,0.00121691
5,192.29,1.37187,0.93995,0.93924,0.54471,0.43492,0.43279,0.24754,1.47011,1.014,0.95779,0.00106688,0.00106688,0.00106688
6,221.01,1.34112,0.90437,0.93614,0.5535,0.44745,0.43841,0.24731,1.44233,0.98519,0.94803,0.00091685,0.00091685,0.00091685
7,250.054,1.32248,0.89102,0.93394,0.55605,0.41765,0.43357,0.2586,1.37502,1.05375,0.95085,0.00076682,0.00076682,0.00076682
8,278.472,1.30197,0.86284,0.93034,0.56359,0.45217,0.44813,0.26097,1.389,0.9635,0.94071,0.00061679,0.00061679,0.00061679
9,307.592,1.29527,0.86057,0.92557,0.52507,0.45274,0.43649,0.26039,1.3646,1.00383,0.93879,0.00046676,0.00046676,0.00046676
10,335.946,1.28139,0.84937,0.92308,0.5838,0.44469,0.46451,0.27785,1.35598,0.91495,0.93808,0.00031673,0.00031673,0.00031673
