epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,3750.73,1.07256,0.77317,0.9903,0.75418,0.68648,0.7488,0.52639,0.98943,0.7045,0.96341,0.00107288,0.00107288,0.00107288
20,3938.48,1.07849,0.76305,0.99522,0.76593,0.70064,0.76637,0.5411,0.97281,0.67041,0.95202,0.00103987,0.00103987,0.00103987
21,4127.43,1.07483,0.75797,0.98793,0.77484,0.71361,0.7783,0.55301,0.94826,0.6532,0.9483,0.00100687,0.00100687,0.00100687
22,4386.47,1.05454,0.7531,0.98525,0.76849,0.70936,0.77597,0.5523,0.94765,0.65885,0.94621,0.000973861,0.000973861,0.000973861
23,4569.16,1.06592,0.75064,0.989,0.76647,0.7155,0.77751,0.55378,0.94515,0.64874,0.94576,0.000940855,0.000940855,0.000940855
24,4875.62,1.04375,0.72604,0.98257,0.76281,0.71068,0.77331,0.54909,0.94411,0.6582,0.94762,0.000907848,0.000907848,0.000907848
25,5058.45,1.04321,0.7263,0.98122,0.7595,0.71161,0.77526,0.55181,0.94295,0.65582,0.94769,0.000874842,0.000874842,0.000874842
26,5306.96,1.01993,0.70147,0.97584,0.76294,0.72194,0.77792,0.55528,0.93266,0.64211,0.94522,0.000841835,0.000841835,0.000841835
27,5542.58,1.03684,0.70834,0.97796,0.7802,0.71454,0.78414,0.56053,0.93158,0.62706,0.93972,0.000808828,0.000808828,0.000808828
28,5786.84,1.02362,0.69848,0.97221,0.77012,0.72067,0.78358,0.56027,0.92898,0.63459,0.9397,0.000775822,0.000775822,0.000775822
29,5975.5,1.01673,0.69053,0.97069,0.77454,0.71918,0.78362,0.56342,0.92482,0.62411,0.9438,0.000742815,0.000742815,0.000742815
30,6157.62,1.00763,0.68502,0.96527,0.77653,0.72126,0.78501,0.56176,0.93114,0.62166,0.93985,0.000709809,0.000709809,0.000709809
31,6344.84,1.01188,0.68066,0.96965,0.78885,0.7228,0.78954,0.56978,0.92074,0.61099,0.93807,0.000676802,0.000676802,0.000676802
32,6541.09,1.01858,0.67841,0.96851,0.77595,0.72881,0.79105,0.57151,0.9144,0.60839,0.93757,0.000643795,0.000643795,0.000643795
33,6843.95,0.9971,0.66517,0.96564,0.7816,0.73092,0.79143,0.56725,0.91992,0.61747,0.93988,0.000610789,0.000610789,0.000610789
34,7030.51,0.99164,0.64929,0.95852,0.78128,0.73471,0.79418,0.57349,0.90664,0.59596,0.93556,0.000577782,0.000577782,0.000577782
35,7229.26,0.99157,0.65117,0.9585,0.78372,0.72694,0.79436,0.57496,0.90778,0.59549,0.93851,0.000544776,0.000544776,0.000544776
36,7644.42,0.9866,0.63904,0.95671,0.80254,0.73159,0.802,0.5797,0.90526,0.5918,0.93267,0.000511769,0.000511769,0.000511769
37,7842.52,0.96756,0.63731,0.95214,0.79114,0.73398,0.80063,0.58044,0.90231,0.58955,0.93405,0.000478762,0.000478762,0.000478762
38,8031.52,0.9755,0.63373,0.9575,0.78698,0.73429,0.80028,0.57957,0.901,0.58761,0.93449,0.000445756,0.000445756,0.000445756
39,8241.43,0.97743,0.63033,0.95548,0.80174,0.73223,0.80427,0.58547,0.89116,0.57502,0.93176,0.000412749,0.000412749,0.000412749
40,8478.08,0.9673,0.62376,0.95194,0.79805,0.73744,0.80403,0.58488,0.89395,0.57332,0.93519,0.000379743,0.000379743,0.000379743
41,8696.84,0.94844,0.60423,0.9372,0.80193,0.73467,0.80404,0.58473,0.89288,0.57452,0.93494,0.000346736,0.000346736,0.000346736
42,8911.75,0.93882,0.5874,0.9323,0.79213,0.74441,0.80695,0.58678,0.89152,0.57247,0.9328,0.000313729,0.000313729,0.000313729
43,9099.82,0.9321,0.574,0.92863,0.79243,0.73935,0.80344,0.5817,0.8942,0.57906,0.93487,0.000280723,0.000280723,0.000280723
44,9281.75,0.91845,0.56138,0.91898,0.80201,0.73735,0.80766,0.5871,0.89113,0.56658,0.93027,0.000247716,0.000247716,0.000247716
45,9466.86,0.91388,0.55484,0.92081,0.80214,0.74391,0.81067,0.58936,0.89264,0.56594,0.93233,0.00021471,0.00021471,0.00021471
46,9732.75,0.90422,0.54452,0.91749,0.80351,0.74079,0.81062,0.59054,0.88953,0.56631,0.93285,0.000181703,0.000181703,0.000181703
47,9919.88,0.90442,0.54042,0.91811,0.80316,0.74588,0.81151,0.59099,0.89057,0.5585,0.93222,0.000148696,0.000148696,0.000148696
48,10114.6,0.89832,0.53708,0.91394,0.80379,0.74364,0.81289,0.59371,0.8863,0.55792,0.93062,0.00011569,0.00011569,0.00011569
49,10302.2,0.89484,0.5247,0.9112,0.80511,0.74877,0.81494,0.59733,0.88291,0.554,0.92847,8.26832e-05,8.26832e-05,8.26832e-05
50,10507,0.89974,0.52578,0.91197,0.80271,0.74963,0.81457,0.59643,0.88281,0.55202,0.93041,4.96766e-05,4.96766e-05,4.96766e-05
